time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipProbability,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,windSpeed,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
1542911400,Humid and partly cloudy throughout the day.,partly-cloudy-day,1542935111,1542976328,0.51,rain,33.54,1542954600,23.04,1543012200,37.72,1542961800,23.85,1543012200,22.15,0.68,1.26,134,0.48,6,1542951000,7.84,24.54,1542994200,33.54,1542954600,25.43,1542994200,37.72,1542961800
1542997800,Humid and mostly cloudy throughout the day.,partly-cloudy-day,1543021542,1543062733,0.53,rain,31.56,1543044600,25.04,1543080600,37.91,1543044600,25.91,1543098600,23.26,0.82,0.18,310,0.6,6,1543044600,5.75,23.04,1543012200,31.56,1543044600,23.85,1543012200,37.91,1543044600
1543084200,Humid and partly cloudy throughout the day.,partly-cloudy-day,1543107973,1543149138,0.57,rain,31.05,1543134600,24.04,1543192200,37.19,1543134600,24.96,1543192200,24.07,0.82,0.58,284,0.46,6,1543123800,5.65,25.04,1543084200,31.05,1543134600,25.91,1543098600,37.19,1543134600
1543170600,Humid throughout the day and foggy in the morning.,fog,1543194404,1543235545,0.61,rain,33.06,1543217400,23.54,1543282200,37.11,1543217400,24.41,1543282200,23.04,0.77,0.37,218,0.3,4,1543206600,4.14,24.04,1543192200,33.06,1543217400,24.96,1543192200,37.11,1543217400
1543257000,Humid throughout the day and foggy in the morning.,fog,1543280835,1543321952,0.64,rain,33.54,1543307400,22.06,1543365000,35.18,1543314600,22.34,1543365000,21.51,0.71,1.03,129,0.19,4,1543311000,4.44,23.54,1543282200,33.54,1543307400,24.41,1543282200,35.18,1543314600
1543343400,Clear throughout the day.,clear-day,1543367267,1543408361,0.68,rain,33.06,1543393800,22.06,1543440600,33.25,1543401000,22.34,1543451400,18.28,0.61,1.01,119,0,1543343400,5.92,22.06,1543365000,33.06,1543393800,22.34,1543365000,33.25,1543401000
1543429800,Partly cloudy in the evening and humid throughout the day.,partly-cloudy-night,1543453699,1543494770,0.72,rain,32.06,1543480200,25.04,1543523400,34.99,1543483800,25.78,1543527000,19.91,0.67,0.42,74,0,1543429800,6,22.06,1543440600,32.06,1543480200,22.34,1543451400,34.99,1543483800
1543516200,Partly cloudy until evening and humid throughout the day.,partly-cloudy-day,1543540131,1543581181,0.76,rain,33.54,1543566600,25.04,1543613400,38.23,1543566600,25.84,1543613400,22.53,0.73,0.34,150,0.37,6,1543559400,5.58,25.04,1543523400,33.54,1543566600,25.78,1543527000,38.23,1543566600
1543602600,Humid throughout the day.,clear-day,1543626563,1543667593,0.79,rain,33.54,1543653000,23.04,1543714200,37.49,1543660200,23.71,1543714200,22.51,0.7,0.41,196,0.19,6,1543642200,5.7,25.04,1543613400,33.54,1543653000,25.84,1543613400,37.49,1543660200
1543689000,Humid throughout the day.,clear-day,1543712996,1543754006,0.83,rain,34.03,1543739400,22.06,1543797000,35.24,1543735800,22.62,1543797000,20.78,0.69,0.79,140,0.19,5,1543739400,6.34,23.04,1543714200,34.03,1543739400,23.71,1543714200,35.24,1543735800
1543775400,Clear throughout the day.,clear-day,1543799428,1543840419,0.87,rain,33.06,1543829400,23.04,1543879800,33.88,1543833000,23.57,1543883400,19.91,0.66,0.75,122,0.19,5,1543825800,6.58,22.06,1543797000,33.06,1543829400,22.62,1543797000,33.88,1543833000
1543861800,Mostly cloudy starting in the evening.,partly-cloudy-night,1543885861,1543926834,0.9,rain,32.06,1543905000,25.04,1543962600,35.87,1543912200,25.65,1543962600,20.99,0.68,0.27,289,0.4,7,1543908600,6.08,23.04,1543879800,32.06,1543905000,23.57,1543883400,35.87,1543912200
1543948200,Humid and mostly cloudy throughout the day.,partly-cloudy-day,1543972293,1544013250,0.94,rain,32.56,1543995000,24.54,1544056200,37.49,1543995000,25.43,1544056200,22.57,0.72,0.2,166,0.66,6,1543991400,6.58,25.04,1543962600,32.56,1543995000,25.65,1543962600,37.49,1543995000
1544034600,Humid throughout the day and partly cloudy until evening.,partly-cloudy-day,1544058726,1544099666,0.97,rain,32.56,1544077800,25.04,1544146200,38.61,1544085000,25.98,1544146200,23.79,0.77,0.35,289,0.35,6,1544074200,6.13,24.54,1544056200,32.56,1544077800,25.43,1544056200,38.61,1544085000
1544121000,Humid throughout the day and partly cloudy in the morning.,partly-cloudy-night,1544145159,1544186084,0.01,rain,33.06,1544171400,25.04,1544225400,39.33,1544175000,25.91,1544229000,23.9,0.78,0.25,190,0.26,7,1544164200,6.37,25.04,1544146200,33.06,1544171400,25.98,1544146200,39.33,1544175000
1544207400,Humid throughout the day.,clear-day,1544231592,1544272502,0.04,rain,33.54,1544257800,24.04,1544319000,36.78,1544261400,24.81,1544319000,22.84,0.73,0.15,161,0.19,5,1544257800,5.34,25.04,1544225400,33.54,1544257800,25.91,1544229000,36.78,1544261400
1544293800,Humid throughout the day.,clear-day,1544318024,1544358921,0.07,rain,32.56,1544337000,25.04,1544398200,35.56,1544347800,25.91,1544405400,23.03,0.77,0.46,299,0,1544293800,5.81,24.04,1544319000,32.56,1544337000,24.81,1544319000,35.56,1544347800
1544380200,Humid throughout the day and foggy in the morning.,fog,1544404457,1544445342,0.1,rain,32.06,1544427000,24.04,1544477400,35.87,1544430600,24.54,1544488200,21.97,0.72,1.09,322,0.23,6,1544423400,5.13,25.04,1544398200,32.06,1544427000,25.91,1544405400,35.87,1544430600
1544466600,Clear throughout the day.,clear-day,1544490889,1544531763,0.13,rain,32.06,1544517000,23.04,1544574600,35.87,1544517000,23.31,1544578200,20.28,0.67,1.19,319,7,1544513400,6.16,24.04,1544477400,32.06,1544517000,24.54,1544488200,35.87,1544517000
1544553000,Partly cloudy in the morning.,partly-cloudy-day,1544577321,1544618185,0.16,rain,32.06,1544599800,22.06,1544661000,34.59,1544599800,22.34,1544661000,19.88,0.67,0.99,315,5,1544592600,6.5,23.04,1544574600,32.06,1544599800,23.31,1544578200,34.59,1544599800
1544639400,Partly cloudy in the afternoon.,partly-cloudy-day,1544663753,1544704607,0.19,rain,31.06,1544686200,22.06,1544743800,33.09,1544686200,22.41,1544743800,18.72,0.63,1.09,338,0.25,6,1544682600,6,22.06,1544661000,31.06,1544686200,22.34,1544661000,33.09,1544686200
1544725800,Partly cloudy in the morning.,partly-cloudy-day,1544750185,1544791031,0.22,rain,32.06,1544772600,23.04,1544833800,34.22,1544776200,23.71,1544833800,19.76,0.67,0.76,333,0.24,7,1544769000,6.42,22.06,1544743800,32.06,1544772600,22.41,1544743800,34.22,1544776200
1544812200,Clear throughout the day.,clear-day,1544836617,1544877455,0.25,rain,32.56,1544862600,22.55,1544920200,33.8,1544862600,22.89,1544923800,19.76,0.66,0.3,153,2,1544869800,6.58,23.04,1544833800,32.56,1544862600,23.71,1544833800,33.8,1544862600
1544898600,Partly cloudy throughout the day.,partly-cloudy-day,1544923048,1544963880,0.28,rain,31.06,1544952600,21.56,1545006600,31.06,1544952600,21.67,1545010200,17.73,0.61,1.11,88,0.42,6,1544941800,5.55,22.55,1544920200,31.06,1544952600,22.89,1544923800,31.06,1544952600
1544985000,Partly cloudy in the evening.,partly-cloudy-night,1545009479,1545050305,0.31,rain,30.04,1545031800,20.05,1545089400,30.66,1545031800,20.27,1545093000,17.76,0.64,0.4,121,0,1544985000,5.66,21.56,1545006600,30.04,1545031800,21.67,1545010200,30.66,1545031800
1545071400,Clear throughout the day.,clear-day,1545095910,1545136732,0.34,rain,33.06,1545125400,21.06,1545168600,33.06,1545125400,21.12,1545175800,16.69,0.62,0.98,23,1,1545100200,5.75,20.05,1545089400,33.06,1545125400,20.27,1545093000,33.06,1545125400
1545157800,Clear throughout the day.,clear-day,1545182340,1545223159,0.37,rain,31.56,1545208200,23.04,1545255000,32.44,1545211800,23.31,1545269400,17.65,0.62,1.08,99,0,1545157800,6.58,21.06,1545168600,31.56,1545208200,21.12,1545175800,32.44,1545211800
1545244200,Clear throughout the day.,clear-day,1545268770,1545309586,0.41,rain,31.06,1545298200,22.06,1545352200,33.09,1545301800,22.62,1545352200,19.28,0.66,1.12,122,0.19,4,1545298200,6,23.04,1545255000,31.06,1545298200,23.31,1545269400,33.09,1545301800
1545330600,Clear throughout the day.,clear-day,1545355199,1545396015,0.44,rain,31.56,1545377400,23.04,1545431400,34.4,1545381000,23.64,1545435000,20.26,0.7,0.37,338,0.19,7,1545377400,5.87,22.06,1545352200,31.56,1545377400,22.62,1545352200,34.4,1545381000
1545417000,Humid throughout the day.,clear-day,1545441628,1545482443,0.48,rain,33.06,1545467400,24.04,1545514200,34.8,1545471000,24.67,1545525000,20.74,0.69,0.68,275,0,1545417000,6.47,23.04,1545431400,33.06,1545467400,23.64,1545435000,34.8,1545471000
1545503400,Humid throughout the day and mostly cloudy overnight.,partly-cloudy-night,1545528057,1545568873,0.52,rain,33.06,1545550200,25.04,1545607800,35.59,1545557400,25.84,1545607800,21.51,0.7,0.87,259,0.19,4,1545557400,5.92,24.04,1545514200,33.06,1545550200,24.67,1545525000,35.59,1545557400
1545589800,"Humid throughout the day and partly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-day,1545614485,1545655303,0.55,rain,32.56,1545633000,25.04,1545683400,36.48,1545640200,25.91,1545683400,22.51,0.73,0.94,210,0.4,5,1545640200,6.26,25.04,1545607800,32.56,1545633000,25.84,1545607800,36.48,1545640200
1545676200,Humid throughout the day and partly cloudy starting in the evening.,partly-cloudy-night,1545700912,1545741733,0.59,rain,32.56,1545723000,25.04,1545780600,37.49,1545726600,25.91,1545784200,23.34,0.77,0.31,300,0.49,7,1545719400,5.66,25.04,1545683400,32.56,1545723000,25.91,1545683400,37.49,1545726600
1545762600,Humid throughout the day and foggy in the morning.,fog,1545787339,1545828164,0.63,rain,32.56,1545809400,24.04,1545874200,35.41,1545813000,24.81,1545877800,23.17,0.77,0.65,264,0.3,7,1545805800,5.5,25.04,1545780600,32.56,1545809400,25.91,1545784200,35.41,1545813000
1545849000,Humid throughout the day and foggy in the morning.,fog,1545873765,1545914595,0.67,rain,32.06,1545899400,24.04,1545953400,35.87,1545899400,24.81,1545953400,22.76,0.76,1.1,292,0.23,7,1545892200,4.92,24.04,1545874200,32.06,1545899400,24.81,1545877800,35.87,1545899400
1545935400,Humid throughout the day.,clear-day,1545960191,1546001026,0.7,rain,32.56,1545982200,24.04,1546036200,36.98,1545982200,24.81,1546036200,22.36,0.74,0.48,308,0.19,7,1545978600,5.47,24.04,1545953400,32.56,1545982200,24.81,1545953400,36.98,1545982200
1546021800,Humid throughout the day and foggy in the morning.,fog,1546046615,1546087458,0.74,rain,33.06,1546068600,24.54,1546133400,35.38,1546068600,25.36,1546137000,22.03,0.73,0.95,158,0.19,4,1546075800,5.52,24.04,1546036200,33.06,1546068600,24.81,1546036200,35.38,1546068600
1546108200,Humid throughout the day and partly cloudy starting in the afternoon.,partly-cloudy-night,1546133040,1546173891,0.78,rain,32.06,1546155000,22.55,1546219800,34.22,1546155000,22.59,1546223400,21.32,0.7,0.66,133,0.28,7,1546155000,5.63,24.54,1546133400,32.06,1546155000,25.36,1546137000,34.22,1546155000
1546194600,Clear throughout the day.,clear-day,1546219463,1546260323,0.81,rain,33.06,1546248600,21.56,1546302600,33.51,1546252200,21.56,1546302600,18.8,0.62,1.2,76,0,1546194600,6.16,22.55,1546219800,33.06,1546248600,22.59,1546223400,33.51,1546252200
time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipProbability,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,windSpeed,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
1514745000,Clear throughout the day.,clear-day,1514769900,1514810760,0.48,0,0,0,31.5,1514791920,21.76,1514841600,32.81,1514799540,22.46,1514841600,19.57,0.68,2.22,262,0.13,7,1514790240,6.004,21.76,1514762400,31.5,1514791920,22.46,1514770800,32.81,1514799540
1514831400,Clear throughout the day.,clear-day,1514856300,1514897220,0.52,0,0,0,32.38,1514883600,20.76,1514943600,33.02,1514883600,21.33,1514943600,18.72,0.66,2.07,323,0.05,7,1514876640,5.568,21.76,1514841600,32.38,1514883600,22.46,1514841600,33.02,1514883600
1514917800,Clear throughout the day.,clear-day,1514942760,1514983620,0.56,0,0,0,32.61,1514965020,20.71,1515025800,32.64,1514965560,21.3,1515025800,18.08,0.63,1.77,291,0.12,7,1514963100,6.48,20.76,1514943600,32.61,1514965020,21.33,1514943600,32.64,1514965560
1515004200,Clear throughout the day.,clear-day,1515029160,1515070080,0.6,0,0,0,32.46,1515054000,21.76,1515108000,33.75,1515058200,22.45,1515116400,18.81,0.66,2.4,9,0.06,7,1515047460,7.047,20.71,1515025800,32.46,1515054000,21.3,1515025800,33.75,1515058200
1515090600,Clear throughout the day.,clear-day,1515115560,1515156480,0.64,0,0,0,32.41,1515142500,21.76,1515194400,34.28,1515142800,22.5,1515203280,19.68,0.69,2.13,184,0.05,8,1515135420,5.786,21.76,1515108000,32.41,1515142500,22.45,1515116400,34.28,1515142800
1515177000,clear-day,1515202020,1515242940,0.67,0,0,0,32.46,1515231600,19.68,1515284400,33.75,1515231000,20.37,1515289500,19.85,0.72,2.06,28,0.05,6,1515225600,5.287,21.76,1515194400,32.46,1515231600,22.5,1515203280,33.75,1515231000
1515263400,Foggy in the morning.,clear-day,1515288420,1515329340,0.71,0,0,0,32.98,1515312960,19.76,1515370800,33.49,1515312720,20.23,1515375600,18.35,0.68,2.69,353,0.04,8,1515308220,5.717,19.68,1515284400,32.98,1515312960,20.37,1515289500,33.49,1515312720
1515349800,Clear throughout the day.,clear-day,1515374820,1515415800,0.74,0,0,0,31.39,1515394560,20.69,1515457200,31.49,1515402000,21.24,1515461700,17.99,0.66,2.33,340,0.05,7,1515394980,5.743,19.76,1515370800,31.39,1515394560,20.23,1515375600,31.49,1515402000
1515436200,Clear throughout the day.,clear-day,1515461220,1515502260,0.77,0,0,0,31.62,1515478200,21.74,1515548400,32.53,1515488700,22.41,1515548400,18.55,0.65,2.01,176,0.05,8,1515481620,5.86,20.69,1515457200,31.62,1515478200,21.24,1515461700,32.53,1515488700
1515522600,Clear throughout the day.,clear-day,1515547680,1515588660,0.8,0,0,0,33.58,1515573300,23.75,1515626400,36.27,1515574620,24.65,1515634800,20.18,0.69,1.74,44,0.16,8,1515567660,5.438,21.74,1515548400,33.58,1515573300,22.41,1515548400,36.27,1515574620
1515609000,Clear throughout the day.,clear-day,1515634080,1515675120,0.84,0,0,0,33.5,1515651900,24.75,1515712800,35.58,1515655500,25.68,1515712800,20.66,0.65,2.25,248,0.11,8,1515654060,6.242,23.75,1515626400,33.5,1515651900,24.65,1515634800,35.58,1515655500
1515695400,Humid throughout the day.,clear-day,1515720480,1515761520,0.87,0,0,0,33.47,1515738480,23.75,1515802800,36.38,1515745320,24.93,1515807600,21.92,0.69,2.07,287,0.21,7,1515740700,5.813,24.75,1515712800,33.47,1515738480,25.68,1515712800,36.38,1515745320
1515781800,Humid throughout the day.,clear-day,1515806880,1515847980,0.9,0,0,0,35.41,1515834360,22.82,1515891600,37.97,1515835140,23.9,1515891660,22.57,0.74,1.85,316,0.14,8,1515827640,5.394,23.75,1515802800,35.41,1515834360,24.93,1515807600,37.97,1515835140
1515868200,clear-day,1515893280,1515934380,0.93,0,0,0,35.38,1515920400,21.71,1515976200,35.1,1515920400,22.4,1515976020,19.21,0.63,2.3,104,0.06,7,1515909600,5.847,22.82,1515891600,35.38,1515920400,23.9,1515891660,35.1,1515920400
1515954600,Clear throughout the day.,clear-day,1515979740,1516020840,0.96,0,0,0,35.4,1516006500,21.78,1516066800,35.8,1516006800,22.36,1516067220,19.25,0.64,2.49,106,0.04,8,1515999600,6.439,21.71,1515976200,35.4,1516006500,22.4,1515976020,35.8,1516006800
1516041000,clear-day,1516066140,1516107240,0.99,0,0,0,34.14,1516083300,23.72,1516152240,34.78,1516089240,24.9,1516152240,20.42,0.67,2.01,235,0.11,7,1516089600,6.204,21.78,1516066800,34.14,1516083300,22.36,1516067220,34.78,1516089240
1516127400,Humid throughout the day.,clear-day,1516152540,1516193700,0.02,0,0,0,32.38,1516176000,21.76,1516231200,36.01,1516177200,22.62,1516239600,22.23,0.76,2,179,0.19,6,1516172820,5.568,23.72,1516152240,32.38,1516176000,24.9,1516152240,36.01,1516177200
1516213800,Foggy overnight and in the morning.,clear-day,1516238940,1516280160,0.05,0,0,0,33.58,1516264500,21.53,1516325700,34.13,1516265640,21.8,1516325700,19.63,0.68,2.26,6,0.08,8,1516258740,5.132,21.76,1516231200,33.58,1516264500,22.62,1516239600,34.13,1516265640
1516300200,Clear throughout the day.,clear-day,1516325340,1516366560,0.08,0,0,0,33.77,1516346820,19.81,1516409700,33.49,1516346820,20.31,1516409760,15.96,0.55,2.44,100,0.07,8,1516346160,6.787,21.53,1516325700,33.77,1516346820,21.8,1516325700,33.49,1516346820
1516386600,Clear throughout the day.,clear-day,1516411740,1516453020,0.11,0,0,0,33.46,1516436400,21.76,1516494000,33.18,1516441200,22.27,1516499760,17.18,0.59,2.26,143,0.1,6,1516428000,7.308,19.81,1516409700,33.46,1516436400,20.31,1516409760,33.18,1516441200
1516473000,Clear throughout the day.,clear-day,1516498140,1516539420,0.14,0,0,0,32.51,1516523400,22.57,1516588200,33.03,1516524900,23.44,1516588200,19.19,0.66,2.33,170,0.03,8,1516518900,6.671,21.76,1516494000,32.51,1516523400,22.27,1516499760,33.03,1516524900
1516559400,Clear throughout the day.,clear-day,1516584540,1516625880,0.17,0,0,0,31.39,1516604460,21.74,1516671600,32.79,1516606140,22.41,1516671540,20.41,0.72,2.21,175,0.13,7,1516605060,5.569,22.48,1516589160,31.39,1516604460,23.39,1516588980,32.79,1516606140
1516645800,Clear throughout the day.,clear-day,1516670940,1516712280,0.21,0,0,0,33.39,1516694400,20.83,1516755600,35.45,1516694580,21.56,1516755660,20.09,0.68,2.26,333,0.16,7,1516690620,5.86,21.74,1516671600,33.39,1516694400,22.41,1516671540,35.45,1516694580
1516732200,Clear throughout the day.,clear-day,1516757340,1516798740,0.24,0,0,0,33.46,1516784880,21.76,1516839600,33.48,1516781580,22.08,1516844400,17.52,0.61,3.21,1,0.07,7,1516773600,7.221,20.83,1516755600,33.46,1516784880,21.56,1516755660,33.48,1516781580
1516818600,Clear throughout the day.,clear-day,1516843740,1516885140,0.28,0,0,0,30.38,1516867200,21.76,1516915200,32.02,1516867320,22.47,1516930800,18.8,0.65,2.94,322,0.1,8,1516864320,7.147,21.76,1516839600,30.38,1516867200,22.08,1516844400,32.02,1516867320
1516905000,Humid throughout the day.,clear-day,1516930140,1516971600,0.31,0,0,0,32.58,1516959300,22.71,1517016900,35.28,1516959300,23.64,1517016900,20.79,0.73,2.36,197,0.08,8,1516948680,6.004,21.76,1516915200,32.58,1516959300,22.47,1516930800,35.28,1516959300
1516991400,Humid throughout the day.,clear-day,1517016540,1517058000,0.35,0,0,0,31.43,1517039520,22.67,1517102820,34.76,1517047620,23.62,1517102760,21.81,0.75,2.15,191,0.13,8,1517037180,5.238,22.71,1517016900,31.43,1517039520,23.64,1517016900,34.76,1517047620
1517077800,Foggy in the morning.,clear-day,1517102940,1517144460,0.39,0,0,0,32.51,1517128200,21.84,1517187600,35.94,1517129820,22.81,1517187660,21.38,0.72,2.41,316,0.1,8,1517123580,5.287,22.67,1517102820,32.51,1517128200,23.62,1517102760,35.94,1517129820
1517164200,Foggy overnight and in the morning.,clear-day,1517189340,1517230860,0.43,0,0,0,32.46,1517215200,21.71,1517272200,34.36,1517217120,22.55,1517272080,20.28,0.7,2.09,175,0.04,9,1517209980,5.111,21.84,1517187600,32.46,1517215200,22.81,1517187660,34.36,1517217120
1517250600,Humid throughout the day.,clear-day,1517275740,1517317320,0.46,0,0,0,34.39,1517303220,21.73,1517362020,34.89,1517304480,22.56,1517362140,20.29,0.7,2.11,21,0.04,9,1517296380,4.632,21.71,1517272200,34.39,1517303220,22.55,1517272080,34.89,1517304480
1517337000,Foggy overnight and in the morning.,clear-day,1517362140,1517403720,0.5,0,0,0,35.58,1517391300,19.81,1517446500,35.26,1517391180,20.08,1517446560,18.33,0.62,2.33,75,0.02,9,1517382900,5.437,21.73,1517362020,35.58,1517391300,22.56,1517362140,35.26,1517391180
1517423400,Clear throughout the day.,clear-day,1517448540,1517490120,0.54,0,0,0,35.4,1517475360,20.74,1517538600,35.12,1517475360,21.26,1517535600,14.92,0.51,2.89,116,0.03,7,1517475600,7.432,19.81,1517446500,35.4,1517475360,20.08,1517446560,35.12,1517475360
1517509800,Clear throughout the day.,clear-day,1517534940,1517576580,0.58,0,0,0,33.39,1517558400,20.76,1517610000,33.12,1517558700,21.35,1517610000,17.28,0.6,1.88,186,0,9,1517555580,6.134,20.73,1517538840,33.39,1517558400,21.26,1517535600,33.12,1517558700
1517596200,Humid throughout the day.,clear-day,1517621280,1517662980,0.62,0,0,0,33.39,1517648400,21.76,1517703600,34.14,1517648760,22.51,1517709000,18.34,0.64,2.17,175,0.03,9,1517642040,6.004,20.76,1517610000,33.39,1517648400,21.35,1517610000,34.14,1517648760
1517682600,Clear throughout the day.,clear-day,1517707680,1517749440,0.65,0,0,0,34.39,1517731500,20.76,1517790000,34.11,1517731500,21.37,1517794680,18.84,0.65,2.26,156,0.08,9,1517727600,6.48,21.76,1517703600,34.39,1517731500,22.51,1517709000,34.11,1517731500
1517769000,Clear throughout the day.,clear-day,1517794080,1517835840,0.68,0,0,0,34.56,1517819100,22.75,1517872800,35.51,1517823780,23.56,1517881080,18.66,0.65,2.11,244,0.08,7,1517810400,6.351,20.76,1517790000,34.56,1517819100,21.37,1517794680,35.51,1517823780
1517855400,Clear throughout the day.,clear-day,1517880480,1517922300,0.72,0,0,0,34.39,1517907300,22.67,1517967600,36.32,1517904660,23.47,1517967540,20.33,0.67,2.2,277,0.17,8,1517901240,5.655,22.75,1517872800,34.39,1517907300,23.56,1517881080,36.32,1517904660
1517941800,Mostly cloudy throughout the day.,partly-cloudy-day,1517966880,1518008700,0.75,0,0,0,29.67,1517983860,23.75,1518045600,31.51,1517987220,24.51,1518050340,19.85,0.68,2,16,0.51,6,1517987700,6.178,22.67,1517967600,29.67,1517983860,23.47,1517967540,31.51,1517987220
1518028200,Humid and mostly cloudy throughout the day.,partly-cloudy-day,1518053220,1518095100,0.78,0,0,0,32.46,1518078000,23.7,1518136200,33.61,1518084000,24.61,1518136140,20.17,0.65,1.6,278,0.75,6,1518074100,6.48,23.75,1518045600,32.46,1518078000,24.51,1518050340,33.61,1518084000
1518114600,Mostly cloudy throughout the day.,partly-cloudy-day,1518139620,1518181560,0.81,0,0,0,33.39,1518163200,24.68,1518211200,34.75,1518163380,25.45,1518211380,19.89,0.62,2.36,329,0.7,7,1518159600,6.96,23.7,1518136200,33.39,1518163200,24.61,1518136140,34.75,1518163380
1518201000,Humid and partly cloudy throughout the day.,partly-cloudy-day,1518226020,1518267960,0.84,0,0,0,36.4,1518253200,23.7,1518309000,37.58,1518253140,24.59,1518308940,20.93,0.66,2.12,305,0.5,9,1518247380,6.439,24.68,1518211200,36.4,1518253200,25.45,1518211380,37.58,1518253140
1518287400,Humid and partly cloudy throughout the day.,clear-day,1518312360,1518354360,0.87,0,0,0,33.64,1518341400,23.67,1518399600,34.94,1518341760,24.5,1518399600,21.03,0.68,2.41,262,0.3,9,1518333420,5.742,23.7,1518309000,33.64,1518341400,24.59,1518308940,34.94,1518341760
1518373800,Clear throughout the day.,clear-day,1518398760,1518440820,0.9,0,0,0,32.46,1518424800,23.82,1518483600,35.05,1518422400,24.72,1518483600,20.99,0.68,2.39,318,0.21,7,1518419340,6.96,23.67,1518399600,32.46,1518424800,24.5,1518399600,35.05,1518422400
1518460200,Partly cloudy throughout the day.,clear-day,1518485160,1518527220,0.93,0,0,0,32.5,1518503040,22.7,1518568200,33.73,1518506700,23.23,1518568140,19.55,0.63,2.89,339,0.3,6,1518501600,7.482,23.82,1518483600,32.5,1518503040,24.72,1518483600,33.73,1518506700
1518546600,Clear throughout the day.,clear-day,1518571500,1518613620,0.96,0,0,0,34.39,1518594900,22.82,1518656400,35.86,1518595260,23.9,1518656460,19.9,0.64,1.87,290,0.19,10,1518592980,6.004,22.7,1518568200,34.39,1518594900,23.23,1518568140,35.86,1518595260
1518633000,Humid throughout the day.,clear-day,1518657900,1518700080,0.99,0,0,0,34.56,1518683700,22.67,1518744780,35.87,1518685080,23.58,1518744780,20.76,0.68,2.12,186,0.16,10,1518679320,5.916,22.82,1518656400,34.56,1518683700,23.9,1518656460,35.87,1518685080
1518719400,Humid throughout the day.,clear-day,1518744300,1518786480,0.02,0,0,0,34.37,1518768000,23.68,1518834600,35.54,1518770580,24.59,1518834600,21.28,0.68,1.93,282,0.14,10,1518764520,6.385,22.67,1518744780,34.37,1518768000,23.58,1518744780,35.54,1518770580
1518805800,Foggy in the morning.,clear-day,1518830640,1518872880,0.06,0,0,0,35.4,1518854700,21.83,1518919020,37.44,1518857940,22.66,1518918960,20.58,0.65,2.02,245,0.1,10,1518851040,5.916,23.66,1518835080,35.4,1518854700,24.58,1518834900,37.44,1518857940
1518892200,Humid throughout the day.,clear-day,1518917040,1518959280,0.09,0,0,0,34.37,1518940800,22.65,1519004040,36.64,1518941280,23.57,1519004040,20.6,0.68,1.99,229,0.06,10,1518937140,6.177,21.83,1518919020,34.37,1518940800,22.66,1518918960,36.64,1518941280
1518978600,Humid throughout the day.,clear-day,1519003380,1519045740,0.12,0,0,0,33.52,1519025340,23.75,1519078800,36.3,1519027800,24.93,1519078800,21.88,0.72,2.3,254,0.15,9,1519024440,5.394,22.65,1519004040,33.52,1519025340,23.57,1519004040,36.3,1519027800
1519065000,Humid throughout the day.,clear-day,1519089780,1519132140,0.16,0,0,0,33.54,1519119600,23.75,1519165200,36.3,1519120380,24.79,1519165200,21.53,0.71,2.58,294,0.05,10,1519109940,5.394,23.75,1519078800,33.54,1519119600,24.93,1519078800,36.3,1519120380
1519151400,Humid throughout the day.,clear-day,1519176180,1519218540,0.19,0,0,0,34.82,1519193940,22.67,1519263180,35.93,1519204380,23.5,1519263600,20.35,0.66,2.35,270,0.09,10,1519197180,5.873,23.75,1519165200,34.82,1519193940,24.79,1519165200,35.93,1519204380
1519237800,Humid throughout the day.,clear-day,1519262520,1519304940,0.23,0,0,0,34.49,1519288200,22.8,1519350900,35.24,1519290480,23.73,1519350900,20.4,0.67,2.5,307,0.09,10,1519283580,5.612,22.67,1519263180,34.49,1519288200,23.5,1519263600,35.24,1519290480
1519324200,Humid throughout the day.,clear-day,1519348920,1519391400,0.26,0,0,0,35.4,1519372500,22.75,1519431600,35.1,1519372800,23.48,1519437240,20.14,0.66,2.5,322,0.11,10,1519369980,5.612,22.8,1519350900,35.4,1519372500,23.73,1519350900,35.1,1519372800
1519410600,Humid throughout the day.,clear-day,1519435260,1519477800,0.3,0,0,0,35.38,1519459200,23.75,1519514400,35.29,1519461480,24.66,1519522680,19.4,0.64,2.43,191,0.06,10,1519455600,6.525,22.75,1519431600,35.38,1519459200,23.48,1519437240,35.29,1519461480
