time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipProbability,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,windSpeed,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
1519497000,Humid throughout the day.,clear-day,1519521660,1519564200,0.34,0,0,0,35.58,1519544040,22.82,1519606800,35.47,1519548720,23.76,1519606860,20.49,0.66,2.18,282,0.06,9,1519542000,6.721,23.75,1519514400,35.58,1519544040,24.66,1519522680,35.47,1519548720
1519583400,Humid throughout the day.,clear-day,1519608000,1519650600,0.37,0,0,0,34.58,1519629840,22.66,1519695600,37.19,1519635240,23.61,1519695600,21.49,0.68,2.26,269,0.13,9,1519629180,6.623,22.82,1519606800,34.58,1519629840,23.76,1519606860,37.19,1519635240
1519669800,Humid throughout the day.,clear-day,1519694400,1519737060,0.41,0,0,0,35.39,1519714920,22.67,1519781580,35.87,1519721760,23.58,1519781580,20.3,0.65,2.54,202,0.07,10,1519715520,6.395,22.66,1519695600,35.39,1519714920,23.61,1519695600,35.87,1519721760
1519756200,Humid throughout the day.,clear-day,1519780740,1519823460,0.45,0,0,0,36.46,1519804320,23.75,1519856400,36.16,1519804380,24.65,1519856400,19.64,0.63,2.25,262,0,10,1519801920,6.313,22.67,1519781580,36.46,1519804320,23.58,1519781580,36.16,1519804380
1519842600,Humid throughout the day.,clear-day,1519867080,1519909860,0.49,0,0,0,35.07,1519884840,22.67,1519954380,37.48,1519895220,23.59,1519954440,20.5,0.63,2.57,289,0.06,10,1519887600,6.675,23.75,1519856400,35.07,1519884840,24.65,1519856400,37.48,1519895220
1519929000,Humid throughout the day.,clear-day,1519953480,1519996260,0.52,0,0,0,36.42,1519977300,22.67,1520040780,37.46,1519980960,23.27,1520041380,20.47,0.65,1.95,243,0.05,10,1519974720,6.352,22.67,1519954380,36.42,1519977300,23.59,1519954440,37.46,1519980960
1520015400,Humid throughout the day.,clear-day,1520039820,1520082660,0.56,0,0,0,34.38,1520059620,23.67,1520127600,37.26,1520068980,24.62,1520127600,21.06,0.67,2.22,253,0.07,11,1520061360,5.96,22.67,1520040780,34.38,1520059620,23.27,1520041380,37.26,1520068980
1520101800,Humid throughout the day.,clear-day,1520126220,1520169060,0.59,0,0,0,33.39,1520154000,24.75,1520205600,38.23,1520154240,25.81,1520205600,22.67,0.73,2.33,285,0.15,9,1520147520,5.699,23.67,1520127600,33.39,1520154000,24.62,1520127600,38.23,1520154240
1520188200,Humid throughout the day.,clear-day,1520212560,1520255460,0.63,0,0,0,33.46,1520239200,24.13,1520288940,38.49,1520234580,24.87,1520299740,22.9,0.71,2.67,330,0.18,10,1520233860,5.742,24.75,1520205600,33.46,1520239200,25.81,1520205600,38.85,1520261880
1520274600,Humid throughout the day.,clear-day,1520298960,1520341920,0.66,0,0,0,36.18,1520316360,24.22,1520386260,40.5,1520337420,24.88,1520386320,22.87,0.69,2.76,303,0.11,11,1520320260,4.742,24.13,1520288940,36.18,1520316360,24.87,1520299740,40.5,1520337420
1520361000,Humid throughout the day.,clear-day,1520385300,1520428320,0.69,0,0,0,36.87,1520413080,24.75,1520468400,42.68,1520413080,25.66,1520468460,23.08,0.68,2.58,268,0.26,9,1520403060,4.771,24.22,1520386260,37.11,1520434740,24.88,1520386320,43,1520434740
1520447400,Humid throughout the day.,clear-day,1520471640,1520514720,0.72,0,0,0,33.94,1520489460,24.75,1520551200,37.18,1520503020,25.81,1520551200,22.43,0.68,2.59,304,0.19,10,1520493060,5.097,24.75,1520468400,39.27,1520456400,25.66,1520468460,47.14,1520456400
1520533800,Humid throughout the day.,clear-day,1520558040,1520601120,0.75,0,0,0,34.44,1520580000,24.75,1520641200,39.46,1520582400,25.79,1520646000,23.01,0.71,3.15,341,0.18,10,1520579460,6.482,24.75,1520551200,34.44,1520580000,25.81,1520551200,39.46,1520582400
1520620200,Humid throughout the day.,clear-day,1520644380,1520687520,0.78,0,0,0,34.57,1520662980,23.82,1520730000,38.27,1520673780,25,1520730000,23.14,0.73,2.32,304,0.17,10,1520665800,5.35,24.75,1520641200,34.57,1520662980,25.79,1520646000,38.27,1520673780
1520706600,Humid throughout the day.,clear-day,1520730720,1520773920,0.81,0,0,0,36.53,1520757000,23.65,1520818440,38.27,1520758860,24.66,1520818800,21.76,0.68,2.05,299,0.16,11,1520752680,4.65,23.82,1520730000,36.53,1520757000,25,1520730000,38.27,1520758860
1520793000,Humid throughout the day.,clear-day,1520817120,1520860320,0.85,0,0,0,35.48,1520840040,24.75,1520896800,37.92,1520842320,25.81,1520896800,22.24,0.69,2.23,246,0.14,11,1520839080,4.57,23.65,1520818440,35.48,1520840040,24.66,1520818800,37.92,1520842320
1520879400,Humid throughout the day.,clear-day,1520903460,1520946720,0.88,0,0,0,35.46,1520930400,26.74,1520976000,37.87,1520932440,30.13,1520976000,22.25,0.68,2.26,172,0.21,11,1520925660,5.765,24.75,1520896800,35.46,1520930400,25.81,1520896800,37.87,1520932440
1520965800,Humid and mostly cloudy throughout the day.,partly-cloudy-day,1520989800,1521033120,0.91,0,0,0,34.37,1521010860,22.95,1521039900,40.75,1521011340,24.17,1521039900,23.64,0.77,2.91,237,0.55,7,1521007860,5.786,22.95,1521039900,34.37,1521010860,24.17,1521039900,40.75,1521011340
1521052200,Humid and mostly cloudy throughout the day.,partly-cloudy-day,1521076200,1521119580,0.94,0,0,0,31.61,1521099000,24.68,1521152400,35.7,1521097800,25.59,1521152400,23.09,0.78,1.95,343,0.75,6,1521097800,6.7,23.66,1521066660,31.61,1521099000,24.74,1521056160,35.7,1521097800
1521138600,Humid and mostly cloudy throughout the day.,partly-cloudy-day,1521162540,1521205980,0.97,0,0,0,32.6,1521180960,25.66,1521250560,35.61,1521181980,27.86,1521250560,23.63,0.82,1.9,116,0.75,6,1521184200,6.786,24.68,1521152400,32.6,1521180960,25.59,1521152400,35.61,1521181980
1521225000,Humid and partly cloudy throughout the day.,partly-cloudy-day,1521248880,1521292380,0,0,0,0,33.52,1521271800,25.76,1521333600,39.4,1521273480,28.08,1521333600,23.72,0.73,2.56,247,0.45,8,1521270900,7.861,25.66,1521250560,33.52,1521271800,27.86,1521250560,39.4,1521273480
1521311400,Humid and partly cloudy throughout the day.,partly-cloudy-day,1521335280,1521378780,0.04,0,0,0,34.39,1521363300,23.82,1521421200,40.72,1521363240,24.86,1521421200,23.45,0.73,2.17,274,0.34,8,1521357240,7.567,25.76,1521333600,34.39,1521363300,27.71,1521390000,40.72,1521363240
1521397800,Humid and partly cloudy throughout the day.,partly-cloudy-day,1521421620,1521465180,0.07,0,0,0,34.43,1521441600,23.64,1521510000,38.47,1521444360,24.4,1521510000,21.95,0.69,2.37,291,0.56,8,1521443640,6.7,23.82,1521421200,34.43,1521441600,24.86,1521421200,38.47,1521444360
1521484200,Humid throughout the day.,clear-day,1521507960,1521551580,0.11,0,0,0,34.49,1521534600,24.64,1521596040,40.71,1521533100,25.55,1521596100,22.41,0.7,2.51,295,0.21,10,1521529680,6.873,23.64,1521510000,34.49,1521534600,24.4,1521510000,40.71,1521533100
1521570600,Humid throughout the day.,clear-day,1521594360,1521637980,0.14,0,0,0,33.46,1521621600,25.69,1521682800,39.56,1521621060,27.71,1521682800,23.17,0.71,2.9,291,0.23,10,1521616020,6.671,24.64,1521596040,33.46,1521621600,25.55,1521596100,39.56,1521621060
1521657000,Humid throughout the day.,clear-day,1521680700,1521724380,0.18,0,0,0,33.52,1521707400,24.83,1521759600,37.18,1521709020,25.54,1521767280,22.23,0.68,2.6,318,0.18,10,1521702420,6.787,25.69,1521682800,33.52,1521707400,27.71,1521682800,37.18,1521709020
1521743400,Clear throughout the day.,clear-day,1521767040,1521810780,0.21,0,0,0,33.73,1521785640,22.7,1521851400,34.75,1521791880,23.36,1521851340,20.14,0.62,4.02,329,0.13,11,1521789120,6.874,24.83,1521759600,33.73,1521785640,25.54,1521767280,34.75,1521791880
1521829800,Humid throughout the day.,clear-day,1521853440,1521897180,0.25,0,0,0,34.37,1521878400,25.76,1521938400,37.18,1521885480,27.92,1521933180,20.48,0.64,4.09,305,0.02,12,1521875520,6.874,22.7,1521851400,34.37,1521878400,23.36,1521851340,37.18,1521885480
1521916200,Humid throughout the day.,clear-day,1521939780,1521983580,0.29,0,0,0,34.72,1521958440,25.76,1522028400,40.85,1521966600,28.08,1522028400,23.59,0.71,2.07,245,0.19,10,1521961560,6.439,25.76,1521938400,34.72,1521958440,27.92,1521933180,40.85,1521966600
1522002600,Humid throughout the day.,clear-day,1522026120,1522069980,0.32,0,0,0,34.19,1522054800,26.72,1522114800,41.67,1522055460,30.78,1522114800,24.06,0.74,2.22,249,0.3,10,1522048140,5.765,25.76,1522028400,34.19,1522054800,28.08,1522028400,41.67,1522055460
1522089000,Humid and partly cloudy throughout the day.,partly-cloudy-day,1522112520,1522156380,0.36,0,0,0,33.46,1522140000,25.7,1522201200,39.6,1522135560,27.9,1522201200,24.45,0.74,2.56,303,0.56,9,1522134360,5.873,26.72,1522114800,33.46,1522140000,30.78,1522114800,39.6,1522135560
1522175400,Humid throughout the day.,clear-day,1522198860,1522242780,0.4,0,0,0,34.49,1522225800,24.83,1522285200,39.62,1522225800,26.1,1522285260,23.72,0.72,2.46,301,0.31,9,1522220760,6.047,25.7,1522201200,34.49,1522225800,27.9,1522201200,39.62,1522225800
1522261800,Humid and partly cloudy throughout the day.,clear-day,1522285200,1522329180,0.43,0,0,0,33.46,1522316400,25.69,1522374000,37.25,1522309080,27.88,1522374000,23.14,0.72,2.48,277,0.29,9,1522307100,6.439,24.83,1522285200,33.46,1522316400,26.1,1522285260,37.25,1522309080
1522348200,Humid and partly cloudy throughout the day.,partly-cloudy-day,1522371540,1522415580,0.47,0,0,0,32.88,1522390080,27.77,1522434000,38.15,1522399200,31.31,1522434000,23.79,0.73,1.93,273,0.35,9,1522393980,5.83,25.69,1522374000,32.88,1522390080,27.88,1522374000,38.15,1522399200
1522434600,Humid and partly cloudy throughout the day.,partly-cloudy-day,1522457940,1522502040,0.5,0,0,0,33.49,1522480800,25.76,1522543200,38.35,1522485120,27.87,1522534800,23.17,0.69,2.57,307,0.41,9,1522480320,6.526,26.74,1522516800,33.49,1522480800,29.66,1522516800,38.35,1522485120
1522521000,Humid throughout the day.,clear-day,1522544280,1522588440,0.54,0,0,0,34.49,1522571400,25.84,1522630800,40.93,1522571160,28.23,1522630800,23.17,0.7,2.49,319,0.27,10,1522566720,7.308,25.76,1522543200,34.49,1522571400,27.87,1522534800,40.93,1522571160
1522607400,Humid and partly cloudy throughout the day.,partly-cloudy-day,1522630620,1522674840,0.57,0,0,0,33.46,1522662000,25.73,1522719600,39.6,1522653960,27.62,1522719840,23.74,0.72,2.43,266,0.35,9,1522652640,6.961,25.84,1522630800,33.46,1522662000,28.23,1522630800,39.6,1522653960
1522693800,Humid and partly cloudy throughout the day.,partly-cloudy-day,1522717020,1522761240,0.61,0,0,0,34.37,1522742400,23.8,1522803300,39.46,1522742400,24.8,1522803120,23.3,0.71,2.8,311,0.38,9,1522739040,6.961,25.73,1522719600,34.37,1522742400,27.62,1522719840,39.46,1522742400
1522780200,Humid throughout the day.,clear-day,1522803360,1522847640,0.64,0,0,0,34.45,1522826400,24.83,1522890000,39.61,1522830660,25.96,1522890060,22.74,0.69,2.63,300,0.22,9,1522825320,7.569,23.8,1522803300,34.45,1522826400,24.8,1522803120,39.61,1522830660
1522866600,Humid throughout the day.,clear-day,1522889700,1522934040,0.67,0,0,0,34.37,1522911480,26.67,1522978800,40.74,1522911960,30.13,1522970400,23.98,0.74,2.4,250,0.26,9,1522911720,6.178,24.83,1522890000,34.37,1522911480,25.96,1522890060,40.74,1522911960
1522953000,Humid and partly cloudy throughout the day.,clear-day,1522976100,1523020440,0.7,0,0,0,34.37,1523001600,26.71,1523065200,42.12,1523001180,29.95,1523065200,24.45,0.73,2.43,256,0.27,9,1522998180,6.482,26.67,1522978800,34.37,1523001600,30.13,1522970400,42.12,1523001180
1523039400,Humid throughout the day.,clear-day,1523062440,1523106840,0.73,0,0,0,35.38,1523088000,26.82,1523149200,42.02,1523088000,31.04,1523149200,24.5,0.72,2.19,289,0.3,9,1523084460,6.178,26.71,1523065200,35.38,1523088000,29.95,1523065200,42.02,1523088000
1523125800,Humid throughout the day.,clear-day,1523148780,1523193240,0.76,0,0,0,35.89,1523167560,24.66,1523238000,42.64,1523180580,25.38,1523238000,23.31,0.69,2.44,256,0.29,10,1523167560,5.916,25.65,1523208300,35.89,1523167560,27.45,1523208480,42.64,1523180580
1523212200,Humid throughout the day.,clear-day,1523235180,1523279640,0.79,0,0,0,35.53,1523255460,25.84,1523322000,40.96,1523262000,28.47,1523322000,22.79,0.69,2.42,216,0.25,11,1523257920,6.439,24.66,1523238000,35.53,1523255460,25.38,1523238000,40.96,1523262000
1523298600,Humid throughout the day.,partly-cloudy-day,1523321520,1523366040,0.82,0,0,0,35.38,1523347200,24.75,1523395200,42.02,1523347200,25.41,1523395200,24.8,0.74,2.6,288,0.39,9,1523343720,6.265,25.84,1523322000,35.38,1523347200,28.47,1523322000,42.02,1523347200
1523385000,Humid and partly cloudy throughout the day.,partly-cloudy-day,1523407920,1523452440,0.85,0,0,0,34.37,1523433600,25.76,1523493600,40.69,1523433600,26.45,1523478000,21.98,0.66,2.67,307,0.35,9,1523430060,6.265,24.75,1523395200,34.37,1523433600,25.41,1523395200,40.69,1523433600
1523471400,Humid and partly cloudy throughout the day.,clear-day,1523494260,1523538840,0.88,0,0,0,34.78,1523517720,25.69,1523583600,41.38,1523517720,27.53,1523583600,22.41,0.66,2.73,284,0.27,9,1523516520,6.004,25.76,1523493600,34.78,1523517720,26.45,1523478000,41.38,1523517720
1523557800,Humid and partly cloudy throughout the day.,partly-cloudy-day,1523580600,1523625300,0.92,0,0,0,34.49,1523608200,25.82,1523667300,40.85,1523608200,27.95,1523667240,23.42,0.69,2.78,266,0.34,9,1523602860,6.308,25.69,1523583600,34.49,1523608200,27.53,1523583600,40.85,1523608200
1523644200,Humid throughout the day.,clear-day,1523667000,1523711700,0.95,0,0,0,34.49,1523691000,24.7,1523759400,41,1523691000,26.43,1523759400,23.83,0.69,2.55,263,0.24,10,1523692500,6.613,25.82,1523667300,34.49,1523691000,27.95,1523667240,41,1523691000
1523730600,Humid and partly cloudy throughout the day.,partly-cloudy-day,1523753340,1523798100,0.98,0,0,0,33.39,1523782800,24.75,1523834400,38.43,1523780880,25.81,1523834400,23.79,0.75,2.12,232,0.32,9,1523776320,6.135,23.82,1523761200,33.39,1523782800,25,1523761260,38.43,1523780880
1523817000,Humid throughout the day.,partly-cloudy-day,1523839740,1523884500,0.02,0,0,0,34.49,1523859840,24.75,1523920800,40.78,1523871600,25.79,1523920800,23.68,0.72,2.55,292,0.33,10,1523865300,6.961,24.75,1523834400,34.49,1523859840,25.81,1523834400,40.78,1523871600
1523903400,Humid throughout the day.,partly-cloudy-day,1523926080,1523970900,0.06,0,0,0,32.46,1523953200,24.7,1524007800,39.98,1523966340,25.69,1524007740,24.46,0.77,2.32,276,0.49,7,1523945220,5.873,24.75,1523920800,32.46,1523953200,25.79,1523920800,39.98,1523966340
1523989800,Humid throughout the day.,partly-cloudy-day,1524012420,1524057300,0.09,0,0,0,33.47,1524031200,27.77,1524090000,41.01,1524040200,32.6,1524102000,24.88,0.78,2.88,302,0.43,10,1524038100,5.699,24.7,1524007800,33.47,1524031200,25.69,1524007740,41.01,1524040200
1524076200,Humid and partly cloudy throughout the day.,partly-cloudy-day,1524098820,1524143700,0.13,0,0,0,33.49,1524117840,22.75,1524172800,41.43,1524118140,23.71,1524172380,24.9,0.78,2.38,266,0.45,10,1524117900,5.59,23.75,1524158400,33.49,1524117840,24.74,1524159000,41.43,1524118140
1524162600,Humid and mostly cloudy throughout the day.,partly-cloudy-day,1524185160,1524230100,0.17,0,0,0,34.39,1524215100,25.65,1524270900,40.79,1524221700,28.03,1524270840,23.23,0.77,2.68,341,0.59,7,1524207600,6.178,22.75,1524172800,34.39,1524215100,23.71,1524172380,40.79,1524221700
1524249000,Humid and partly cloudy throughout the day.,clear-day,1524271560,1524316560,0.2,0,0,0,35.3,1524290940,27.74,1524361200,41.06,1524291060,32.77,1524342000,24.98,0.76,2.54,305,0.29,11,1524293940,5.916,25.65,1524270900,35.3,1524290940,28.03,1524270840,41.06,1524291060
1524335400,Humid and partly cloudy throughout the day.,partly-cloudy-day,1524357900,1524402960,0.24,0,0,0,34.49,1524385800,24.7,1524436200,40.69,1524387600,25.58,1524436200,24.26,0.72,2.48,207,0.4,9,1524380640,5.873,26.6,1524410400,34.49,1524385800,28.83,1524410400,40.69,1524387600
1524421800,Humid and partly cloudy throughout the day.,partly-cloudy-day,1524444300,1524489360,0.28,0,0,0,34.37,1524474000,25.82,1524531300,43.7,1524474300,28.45,1524531420,24.07,0.73,2.56,269,0.37,9,1524467040,6.526,24.7,1524436200,34.37,1524474000,25.58,1524436200,43.7,1524474300
1524508200,Humid and partly cloudy throughout the day.,partly-cloudy-day,1524530640,1524575760,0.31,0,0,0,34.37,1524553320,26.67,1524620400,40.74,1524553560,29.88,1524620400,24.24,0.72,2.35,276,0.32,9,1524553140,6.7,25.82,1524531300,34.37,1524553320,28.45,1524531420,40.74,1524553560
1524594600,Humid and partly cloudy throughout the day.,partly-cloudy-day,1524617040,1524662160,0.35,0,0,0,33.46,1524645600,26.82,1524700800,40.94,1524640800,30.27,1524700800,24.49,0.73,2.46,277,0.41,9,1524639540,6.004,26.67,1524620400,33.46,1524645600,29.88,1524620400,40.94,1524640800
1524681000,Humid throughout the day.,clear-day,1524703380,1524748560,0.38,0,0,0,34.44,1524732000,25.71,1524789000,40.69,1524733200,28.01,1524789120,23.47,0.67,3.04,324,0.26,11,1524726600,6.613,26.82,1524700800,34.44,1524732000,30.27,1524700800,40.69,1524733200
1524767400,Humid throughout the day.,clear-day,1524789780,1524835020,0.42,0,0,0,35.38,1524816000,25.82,1524876900,42.05,1524815700,28.2,1524876960,23.71,0.7,2.86,319,0.25,10,1524812340,6.7,25.71,1524789000,35.38,1524816000,28.01,1524789120,42.05,1524815700
1524853800,Humid and partly cloudy throughout the day.,partly-cloudy-day,1524876120,1524921420,0.45,0,0,0,34.4,1524898020,26.67,1524966000,40.7,1524898980,30.01,1524966000,24,0.71,2.55,303,0.32,9,1524898680,7.308,25.82,1524876900,34.4,1524898020,28.2,1524876960,40.7,1524898980
1524940200,Humid throughout the day.,clear-day,1524962520,1525007820,0.49,0,0,0,34.44,1524990000,26.74,1525044000,39.55,1524994800,30.09,1525048560,23.96,0.71,2.66,309,0.27,9,1524985080,7.134,26.67,1524966000,34.44,1524990000,30.01,1524966000,39.55,1524994800
1525026600,Humid and partly cloudy throughout the day.,partly-cloudy-day,1525048860,1525094220,0.52,0,0,0,33.57,1525073760,27.72,1525138800,41.13,1525073340,31.91,1525139280,24.77,0.75,2.81,301,0.43,9,1525071480,6.7,26.74,1525044000,33.57,1525073760,30.09,1525048560,41.13,1525073340
1525113000,Humid and partly cloudy throughout the day.,partly-cloudy-day,1525135260,1525180620,0.55,0,0,0,33.46,1525164000,27.77,1525216800,42.34,1525158420,32,1525216800,24.7,0.73,2.87,306,0.35,10,1525154640,6.613,27.72,1525138800,33.46,1525164000,31.91,1525139280,42.34,1525158420
1525199400,Humid and partly cloudy throughout the day.,partly-cloudy-day,1525221660,1525267080,0.58,0,0,0,34.49,1525253400,26.67,1525311600,40.85,1525253400,29.92,1525311600,24.12,0.69,2.97,301,0.4,9,1525244280,6.526,27.77,1525216800,34.49,1525253400,32,1525216800,40.85,1525253400
1525285800,Humid and partly cloudy throughout the day.,partly-cloudy-day,1525308000,1525353480,0.61,0,0,0,34.37,1525338000,25.84,1525395600,40.69,1525338000,28.46,1525395840,24.01,0.71,2.34,311,0.36,10,1525334100,6.786,26.67,1525311600,34.37,1525338000,29.92,1525311600,40.69,1525338000
1525372200,Humid and partly cloudy throughout the day.,partly-cloudy-day,1525394400,1525439880,0.65,0,0,0,34.37,1525424400,27.67,1525484400,39.66,1525422480,32.48,1525484400,24.15,0.73,1.96,273,0.41,8,1525420860,7.09,25.84,1525395600,34.37,1525424400,28.46,1525395840,39.66,1525422480
1525458600,Humid and partly cloudy throughout the day.,clear-day,1525480740,1525526280,0.68,0,0,0,35.51,1525509000,25.84,1525568400,43.48,1525506840,28.46,1525568640,24.87,0.71,1.9,275,0.28,10,1525506900,6.526,27.67,1525484400,35.51,1525509000,32.48,1525484400,43.48,1525506840
1525545000,Humid and partly cloudy throughout the day.,partly-cloudy-day,1525567140,1525612680,0.71,0,0,0,33.52,1525591200,26.74,1525641600,42.29,1525593600,30.17,1525645800,25.07,0.77,2.58,241,0.33,9,1525590660,6.787,25.84,1525568400,33.52,1525591200,28.46,1525568640,42.29,1525593600
1525631400,Humid throughout the day.,partly-cloudy-day,1525653540,1525699140,0.74,0,0,0,35.38,1525680000,24.42,1525713720,42.02,1525680000,25.01,1525713720,24.63,0.73,2.8,299,0.36,9,1525676280,6.581,24.42,1525713720,35.38,1525680000,25.01,1525713720,42.02,1525680000
1525717800,Humid and mostly cloudy throughout the day.,partly-cloudy-day,1525739880,1525785540,0.77,0,0,0,33.52,1525768200,22.38,1525803600,40.75,1525766400,22.95,1525803600,24.58,0.78,2.18,276,0.52,6,1525762620,5.745,24.83,1525723200,33.52,1525768200,26.11,1525723200,40.75,1525766400
1525804200,Humid throughout the day.,partly-cloudy-day,1525826280,1525871940,0.8,0,0,0,33.58,1525854300,23.53,1525900800,39.55,1525857540,24.23,1525900740,23.28,0.79,2.36,318,0.63,8,1525852860,6.787,22.45,1525804200,33.58,1525854300,23.08,1525804200,39.55,1525857540
1525890600,Humid and partly cloudy throughout the day.,partly-cloudy-day,1525912680,1525958340,0.83,0,0,0,32.51,1525932420,24.7,1525998600,38.05,1525946340,25.58,1525998600,23.85,0.78,2.39,260,0.64,9,1525936440,6.677,23.53,1525900800,32.51,1525932420,24.23,1525900740,38.05,1525946340
1525977000,Humid and partly cloudy throughout the day.,partly-cloudy-day,1525999020,1526044800,0.86,0,0,0,33.46,1526031600,22.6,1526058660,40.92,1526031000,23.49,1526058900,23.39,0.72,2.77,213,0.49,10,1526022000,8.094,22.6,1526058660,33.46,1526031600,23.49,1526058900,40.92,1526031000
1526063400,Humid throughout the day.,partly-cloudy-day,1526085420,1526131200,0.9,0,0,0,32.72,1526106060,25.68,1526175600,37.27,1526106120,27.87,1526175600,22.83,0.78,2.3,316,0.48,9,1526108340,6.699,22.75,1526066400,32.72,1526106060,23.83,1526085600,37.27,1526106120
1526149800,Humid and partly cloudy throughout the day.,partly-cloudy-day,1526171820,1526217600,0.93,0,0,0,33.54,1526204400,23.75,1526253600,42.38,1526205120,24.79,1526262000,23.66,0.75,2.4,256,0.37,10,1526194800,6.569,25.33,1526232600,33.54,1526204400,26.64,1526232600,42.38,1526205120
1526236200,Humid and mostly cloudy throughout the day.,partly-cloudy-day,1526258220,1526304060,0.97,0,0,0,33.41,1526288700,23.63,1526344500,38.33,1526289720,24.61,1526344620,22.56,0.76,2.48,81,0.69,7,1526277960,6.178,23.75,1526253600,33.41,1526288700,24.79,1526262000,38.33,1526289720
1526322600,Humid and partly cloudy throughout the day.,partly-cloudy-day,1526344560,1526390460,0.01,0,0,0,33.46,1526372400,24.65,1526423520,38.22,1526370960,25.29,1526423640,22.22,0.7,2.35,343,0.51,8,1526371260,7.569,23.63,1526344500,33.46,1526372400,24.61,1526344620,38.22,1526370960
1526409000,Humid and partly cloudy throughout the day.,partly-cloudy-day,1526430960,1526476860,0.04,0,0,0,33.39,1526454060,24.82,1526511420,39.47,1526454420,25.95,1526511420,22.47,0.72,2.84,123,0.35,9,1526453820,7.607,24.65,1526423520,33.39,1526454060,25.29,1526423640,39.47,1526454420
1526495400,Humid throughout the day.,partly-cloudy-day,1526517360,1526563260,0.08,0,0,0,34.39,1526547300,22.82,1526601600,43.7,1526547240,23.9,1526601600,24.84,0.77,2.68,255,0.4,9,1526540220,6.578,24.82,1526511420,34.39,1526547300,25.95,1526511420,43.7,1526547240
1526581800,Humid and mostly cloudy throughout the day.,partly-cloudy-day,1526603760,1526649720,0.12,0,0,0,31.48,1526623440,25.71,1526689800,38.06,1526640000,28.15,1526689800,23.7,0.8,2.28,240,0.58,6,1526626620,6.257,22.82,1526601600,31.48,1526623440,23.9,1526601600,38.06,1526640000
1526668200,partly-cloudy-day,1526690160,1526736120,0.16,0,0,0,32.53,1526710800,21.43,1526768520,39.54,1526722020,22.22,1526768520,24.66,0.77,1.73,265,0.36,9,1526712360,6.482,25.71,1526689800,32.53,1526710800,28.15,1526689800,39.54,1526722020
1526754600,1526776500,1526822520,0.2,29.46,1526808000,24.75,1526851200,33.81,1526811600,25.79,1526863200,23.17,0.83,2.04,21,0.61,6,1526798160,6.221,21.43,1526768520,29.46,1526808000,22.22,1526768520,33.81,1526811600
1526841000,1526862900,1526908980,0.23,31.41,1526882700,23.75,1526948400,39.29,1526893200,24.72,1526952000,24.29,0.81,2.25,283,0.49,9,1526885160,5.786,24.75,1526851200,31.41,1526882700,25.79,1526863200,39.29,1526893200
1526927400,1526949300,1526995380,0.27,32.46,1526977200,25.76,1527036000,38.3,1526985600,28.08,1527036000,22.61,0.73,2.87,341,0.36,10,1526973000,6.613,23.75,1526948400,32.46,1526977200,24.72,1526952000,38.3,1526985600
1527013800,1527035700,1527081780,0.3,32.46,1527060000,23.75,1527117600,39.45,1527060000,24.64,1527117600,24.38,0.75,2.93,324,0.41,8,1527058680,6.004,25.76,1527036000,32.46,1527060000,28.08,1527036000,39.45,1527060000
1527100200,1527122100,1527168180,0.34,32.53,1527142800,25.76,1527204000,39.52,1527150000,27.85,1527215400,23.3,0.73,3.85,337,0.42,8,1527145080,6.961,23.75,1527117600,32.53,1527142800,24.64,1527117600,39.52,1527150000
1527186600,1527208500,1527254640,0.37,32.53,1527229200,21.71,1527280200,40.82,1527242400,22.56,1527276480,24.08,0.74,4.25,342,0.64,6,1527231420,7.049,25.76,1527216000,32.53,1527229200,27.83,1527215940,40.82,1527242400
1527273000,1527294900,1527341040,0.4,31.46,1527319200,24.75,1527373200,39.32,1527328500,25.93,1527378000,23.92,0.83,3.26,4,0.75,6,1527317880,5.575,21.71,1527280200,31.46,1527319200,22.56,1527276480,39.32,1527328500
1527359400,1527381300,1527427440,0.44,30.53,1527405600,23.75,1527438000,36.61,1527405600,24.92,1527438000,24.52,0.86,2.5,278,0.75,6,1527404280,5.538,23.75,1527438000,30.53,1527405600,24.92,1527438000,36.61,1527405600
1527445800,partly-cloudy-day,1527467640,1527513900,0.47,0,0,0,31.3,1527487680,23.75,1527542400,36.62,1527492780,24.77,1527542460,24.09,0.85,2.27,291,0.74,8,1527490800,6.179,23.75,1527453600,31.3,1527487680,24.92,1527453600,36.62,1527492780
1527532200,1527554040,1527600300,0.5,26.41,1527588360,23.75,1527632400,28.48,1527588180,24.92,1527632400,23.43,0.92,3.79,298,0.8,6,1527573300,3.827,22.8,1527595500,26.41,1527588360,24.03,1527595500,28.48,1527588180
1527618600,1527640440,1527686700,0.53,28.39,1527667200,25.76,1527730800,32.91,1527681720,28.02,1527730800,23.95,0.88,2.74,311,0.75,6,1527663480,5.741,23.75,1527632400,28.39,1527667200,24.92,1527632400,32.91,1527681720
